EnsembleID,P3258NP,P3271NP,P3277NP,P3179NP,P3278NP,P3347NP,P3102NP,P3062NP,P3350NP,P3140NP
ENSG00000003400,3.390171908,3.136621527,3.357555747,4.627618102,3.286518892,5.418926047,3.060723424,4.720308432,3.448705053,2.530090497
ENSG00000003402,8.624657546,8.382199018,8.433029871,8.193873271,8.318059295,7.889104435,8.192128762,8.305018361,7.755140865,8.749934146
ENSG00000003436,9.457863723,8.962741655,8.663241317,8.420426326,8.965444114,5.418926047,8.332875749,7.204470447,6.476693533,8.634347794
ENSG00000003509,1.904409574,2.218560019,0.20279497,2.816239794,2.255430476,0.20279497,2.247142917,3.039474869,3.448705053,0.942446776
ENSG00000003756,7.957031763,7.766345421,7.90885665,7.609568553,7.542411486,6.275644734,7.191892437,7.457575175,7.001460149,8.298706345
ENSG00000003987,0.20279497,0.20279497,0.20279497,0.20279497,0.68158969,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000003989,0.20279497,0.20279497,1.293251249,0.20279497,0.20279497,0.20279497,1.232511218,0.20279497,1.84511817,0.942446776
ENSG00000004059,5.655664072,6.247841091,4.894725596,4.79006049,4.891840956,6.140282829,4.903176085,4.879455412,3.982063839,6.025299308
ENSG00000004139,2.091558607,1.277910509,1.293251249,2.034597577,1.772234861,0.20279497,2.836949859,3.749352157,2.59328722,1.792231716
ENSG00000004142,3.3169958,3.083406465,3.822693561,3.277208939,3.145936501,5.163633173,3.254403493,3.417027851,3.448705053,3.267591738
ENSG00000004399,2.777096361,3.503669341,3.161912678,4.835428891,2.905475798,4.853240038,3.254403493,4.099086044,3.982063839,2.323433549
ENSG00000004455,4.308729787,4.294487743,4.367999926,4.627618102,4.545162522,3.909570704,4.844186157,4.703383868,4.370590379,4.238838802
ENSG00000004468,1.689312795,2.116297935,2.336437788,4.404957803,2.255430476,0.20279497,2.836949859,5.261173089,1.84511817,2.710820306
ENSG00000004478,4.062355763,2.567602833,4.539080738,3.693270546,4.301815437,5.635763259,3.715808943,4.199063959,3.982063839,3.578087331
ENSG00000004487,7.384389116,7.490428258,7.234924235,6.526494858,6.882885305,5.635763259,6.670340261,6.148497672,6.35285658,7.286267182
ENSG00000004534,7.213467338,7.334050221,7.104729112,7.100803641,7.079304112,5.635763259,6.830876358,7.552773697,7.055427889,7.666159709
ENSG00000004660,1.689312795,1.277910509,1.907147936,2.134779552,1.772234861,4.457224861,1.232511218,1.05187958,1.84511817,2.082144396
ENSG00000004700,5.226807356,5.703457841,5.279738717,5.247088446,5.389537331,4.853240038,5.545550986,5.04980955,5.143127902,4.853089686
ENSG00000004766,4.582921815,4.294487743,3.683670591,4.092561064,4.162789537,0.20279497,4.345695426,4.019275982,3.982063839,4.928065297
ENSG00000004776,1.689312795,1.887066858,1.293251249,0.53161028,1.772234861,0.20279497,0.20279497,1.426585717,2.59328722,4.115945632
ENSG00000004777,0.739374661,0.555240179,0.20279497,2.134779552,1.040462049,0.20279497,1.827244654,2.740872592,0.20279497,0.20279497
ENSG00000004779,3.589760476,3.331787041,3.949489428,4.165431929,4.301815437,6.513351814,3.957626039,4.072970201,4.807962904,3.267591738
ENSG00000004799,3.239908817,2.403611623,3.822693561,4.575091158,4.913686889,0.20279497,3.957626039,4.046372876,3.083489023,3.147227648
ENSG00000004809,0.20279497,1.074771133,1.907147936,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,1.84511817,1.429023308
ENSG00000004838,0.20279497,0.20279497,0.20279497,0.799217965,0.20279497,0.20279497,0.20279497,1.723762462,0.20279497,0.20279497
ENSG00000004846,0.739374661,0.555240179,0.20279497,0.53161028,0.68158969,0.20279497,0.20279497,0.820317646,0.20279497,0.20279497
ENSG00000004848,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000004864,2.980348133,3.237501981,2.336437788,3.757534409,2.905475798,0.20279497,3.060723424,2.672948213,0.20279497,3.378682554
ENSG00000004866,6.020805333,6.752804511,5.46096158,5.593636428,5.782816599,4.457224861,5.686551162,4.879455412,4.676374862,6.275490473
ENSG00000004897,7.306192475,7.477595405,6.545996225,6.396306663,6.81485869,5.99089296,7.042463245,5.812027998,6.119440547,7.293374312
ENSG00000004939,6.990419173,4.010764644,7.977429511,4.908009601,5.63284421,6.140282829,6.68722197,5.350849562,9.301863272,5.163481614
ENSG00000004961,2.540439277,2.567602833,3.822693561,2.228454232,2.255430476,3.909570704,2.571979629,2.9844951,2.59328722,2.082144396
ENSG00000004975,2.091558607,2.116297935,3.357555747,2.875359089,1.95188879,0.20279497,1.232511218,3.143521774,3.448705053,2.082144396
ENSG00000005007,4.486102783,5.299003004,4.066036151,5.030107412,5.096703775,5.163633173,5.304273824,5.404192526,5.239527643,4.646597628
ENSG00000005020,10.78813756,10.4919299,10.13972981,9.311654841,9.985218143,7.75651558,10.05922446,8.858438442,8.89141648,10.46649058
ENSG00000005022,5.769748428,5.703457841,6.018915214,5.521444451,5.63284421,5.824227847,5.61777295,4.633627402,4.531569018,4.928065297
ENSG00000005059,3.589760476,2.643099587,2.935513219,3.962280818,3.742156205,5.418926047,3.957626039,3.84504895,2.59328722,2.530090497
ENSG00000005075,4.452329981,5.58401731,4.692007814,5.154655264,5.840978534,6.275644734,3.425132974,4.686258399,5.414919916,5.067251412
ENSG00000005100,3.589760476,4.066675182,3.52980822,3.442711132,3.967748902,3.016034257,3.254403493,3.611002916,3.982063839,4.178700373
ENSG00000005102,1.689312795,0.555240179,1.293251249,0.53161028,1.040462049,0.20279497,1.827244654,1.05187958,1.84511817,0.942446776
ENSG00000005108,0.739374661,0.20279497,0.20279497,0.20279497,0.68158969,0.20279497,1.232511218,0.544347218,0.20279497,0.20279497
ENSG00000005156,2.777096361,3.028153094,2.336437788,4.117262588,3.587659091,4.457224861,3.425132974,4.315017285,3.739892934,2.530090497
ENSG00000005175,6.472192764,6.604873396,6.961608521,6.679462849,6.337629753,6.513351814,6.65325867,5.850970835,6.119440547,5.990739207
ENSG00000005187,2.091558607,2.848434679,1.293251249,1.926936282,2.719553268,3.016034257,1.827244654,2.601667158,0.20279497,2.323433549
ENSG00000005189,3.158469208,3.981975268,2.336437788,3.139295568,3.217939388,3.909570704,1.232511218,2.180372087,2.59328722,3.015899949
ENSG00000005194,2.777096361,2.403611623,2.336437788,2.552076826,3.217939388,3.909570704,2.247142917,3.143521774,3.739892934,2.530090497
ENSG00000005206,0.739374661,1.074771133,0.20279497,2.754593985,0.20279497,4.457224861,2.836949859,3.286746539,0.20279497,1.792231716
ENSG00000005238,4.417747585,4.551210756,5.015597588,4.141548286,3.474629453,4.853240038,4.506517857,4.33713014,5.239527643,4.40553337
ENSG00000005243,0.739374661,2.006230456,0.20279497,0.799217965,1.95188879,0.20279497,1.232511218,0.820317646,2.59328722,0.20279497
ENSG00000005249,11.27444411,11.98350788,10.46435318,10.40523633,10.83535101,9.223664961,10.60143323,10.40155431,9.937155985,11.38671014
ENSG00000005302,4.890926392,4.682261466,4.762792953,5.154655264,4.800990852,3.016034257,5.117619429,5.572086926,5.571281958,3.833449427
ENSG00000005339,6.942568095,6.429399073,6.306393811,6.978058785,6.974075868,6.140282829,6.890401898,7.393071297,7.447295467,6.838790182
ENSG00000005379,2.980348133,2.567602833,1.907147936,4.42488305,1.566983978,0.20279497,3.715808943,5.91117223,3.448705053,1.429023308
ENSG00000005381,0.739374661,1.074771133,1.293251249,2.228454232,0.68158969,0.20279497,1.827244654,1.05187958,3.739892934,0.942446776
ENSG00000005436,2.980348133,3.503669341,2.666850197,2.552076826,3.217939388,3.016034257,3.577779328,3.143521774,3.448705053,3.147227648
ENSG00000005448,0.20279497,0.838266503,2.666850197,1.219951751,2.255430476,0.20279497,1.827244654,2.363892454,0.20279497,0.942446776
ENSG00000005469,1.904409574,2.487936086,3.357555747,1.926936282,2.815507481,0.20279497,1.827244654,2.601667158,3.083489023,3.147227648
ENSG00000005471,1.689312795,1.074771133,1.907147936,2.477719673,2.386189506,0.20279497,2.836949859,2.07904354,1.84511817,0.942446776
ENSG00000005483,8.489657284,8.474222347,7.954932105,7.923243765,8.205231562,7.660829722,7.940826568,7.787684044,7.636223305,8.60893729
ENSG00000005486,3.158469208,2.487936086,1.293251249,2.399320868,2.386189506,0.20279497,1.232511218,3.039474869,2.59328722,2.871409359
ENSG00000005513,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000005700,6.043665889,6.081398794,5.989701238,5.6369882,5.292828203,3.016034257,5.06692226,5.455633283,4.807962904,6.201862381
ENSG00000005801,2.540439277,2.567602833,0.20279497,2.690196039,1.95188879,0.20279497,3.060723424,3.813850043,3.083489023,3.015899949
ENSG00000005810,7.767488307,8.106887432,7.342830229,7.798970941,7.750945152,3.909570704,7.592186475,7.991390778,6.729994993,8.040251025
ENSG00000005812,6.472192764,7.119521542,6.282501817,5.828665075,6.393112429,6.61896812,6.041938875,5.925838091,5.643535383,6.092030791
ENSG00000005844,5.057430631,4.734975754,4.367999926,6.884029007,5.038240358,5.824227847,5.304273824,7.972090073,5.143127902,4.352080336
ENSG00000005882,4.51910303,4.449733173,3.52980822,3.626010094,3.967748902,3.909570704,2.836949859,3.749352157,4.531569018,3.90942611
ENSG00000005884,1.129598361,0.555240179,0.20279497,1.391770528,0.68158969,0.20279497,1.827244654,1.05187958,0.20279497,0.20279497
ENSG00000005889,4.582921815,4.317714915,4.692007814,5.055892027,4.728890099,5.163633173,4.718436525,5.350849562,3.982063839,4.238838802
ENSG00000005893,5.699509649,5.658681679,5.279738717,5.619803495,5.057992576,3.909570704,5.117619429,4.753573323,3.448705053,5.469854148
ENSG00000005961,9.455734628,10.90811449,8.2041891,8.639819325,9.183433303,7.19828851,9.351634349,9.567911876,8.502043357,10.37230621
ENSG00000006007,5.783394958,6.173399304,5.766745106,5.201612,5.189167531,3.016034257,5.545550986,5.226053235,4.928545621,6.525321468
ENSG00000006015,3.239908817,2.403611623,3.357555747,3.555459866,2.719553268,0.20279497,2.571979629,3.963505862,3.448705053,1.429023308
ENSG00000006025,2.091558607,1.455945291,1.293251249,3.277208939,1.566983978,0.20279497,2.836949859,4.019275982,1.84511817,2.323433549
ENSG00000006062,3.650592369,2.567602833,4.27419659,4.343475721,3.967748902,0.20279497,4.064858939,4.686258399,3.982063839,3.147227648
ENSG00000006071,1.129598361,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000006118,0.20279497,0.20279497,0.20279497,0.799217965,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000006125,7.718604705,7.791450457,7.295865422,6.884029007,7.62749252,7.128464387,7.537380138,7.09193321,7.081673115,8.377732136
ENSG00000006194,1.4364307,2.314050814,1.907147936,3.362331982,3.145936501,0.20279497,2.836949859,3.611002916,3.739892934,2.530090497
ENSG00000006210,0.739374661,0.20279497,0.20279497,0.20279497,1.327610628,0.20279497,1.827244654,0.20279497,1.84511817,0.942446776
ENSG00000006282,1.689312795,1.074771133,0.20279497,3.403081271,2.386189506,0.20279497,1.232511218,3.039474869,3.083489023,1.429023308
ENSG00000006327,0.20279497,0.20279497,2.336437788,3.139295568,0.68158969,3.909570704,0.20279497,0.544347218,0.20279497,0.942446776
ENSG00000006432,1.904409574,0.555240179,1.907147936,1.545286854,1.95188879,0.20279497,2.247142917,2.180372087,2.59328722,0.20279497
ENSG00000006451,4.731112996,4.093838362,4.830266884,4.092561064,4.652995577,4.853240038,4.345695426,4.401505043,4.189366845,4.774003035
ENSG00000006453,0.739374661,0.555240179,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,1.84511817,0.942446776
ENSG00000006459,6.616406431,6.352762397,6.353022589,6.416350921,6.377476762,3.016034257,6.564678537,6.324838847,6.515717913,6.663381314
ENSG00000006468,0.20279497,0.20279497,0.20279497,0.20279497,0.68158969,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000006530,2.88229864,2.567602833,2.935513219,2.932150838,3.070150409,0.20279497,3.254403493,3.991660393,1.84511817,3.378682554
ENSG00000006534,2.88229864,2.643099587,3.357555747,3.481281428,3.286518892,6.513351814,3.577779328,2.8678202,3.982063839,2.871409359
ENSG00000006555,1.4364307,0.555240179,2.336437788,0.799217965,1.327610628,0.20279497,1.827244654,2.447581221,1.84511817,0.20279497
ENSG00000006576,6.562023046,6.867424857,5.898332794,5.344453869,5.817994362,3.909570704,6.191419669,5.730839399,5.039822633,6.500970177
ENSG00000006607,5.323383994,5.593564426,5.46096158,5.425807549,5.259095505,4.457224861,4.903176085,4.651385261,4.928545621,5.44453997
ENSG00000006625,2.091558607,1.614403545,2.666850197,1.926936282,2.111628062,0.20279497,1.827244654,2.275048431,2.59328722,2.710820306
ENSG00000006634,4.417747585,4.222474511,4.456074782,4.520579268,4.198822047,4.853240038,3.254403493,3.646853774,3.448705053,4.891064489
ENSG00000006638,4.940491717,5.805569666,5.015597588,4.575091158,5.038240358,0.20279497,5.014378473,4.502797418,4.928545621,6.246488573
ENSG00000006652,7.995646954,8.180003262,8.184985777,7.531312905,7.698426132,3.016034257,7.769105563,6.363059088,6.436584141,7.8652968
ENSG00000006659,0.739374661,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000006695,2.405756893,1.614403545,2.336437788,2.552076826,1.95188879,3.016034257,2.247142917,2.8678202,0.20279497,3.267591738
ENSG00000006704,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.942446776
ENSG00000006712,4.940491717,4.551210756,4.894725596,4.86490078,5.619613334,3.016034257,5.304273824,4.909281586,5.414919916,4.774003035
ENSG00000006715,7.334277786,7.877984129,6.661650327,6.783440758,6.785539472,5.418926047,6.815603143,6.545060979,6.35285658,7.213201145
ENSG00000006740,0.739374661,0.20279497,0.20279497,0.53161028,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000006744,1.4364307,2.487936086,2.666850197,3.90668575,3.070150409,0.20279497,1.827244654,4.046372876,2.59328722,2.323433549
ENSG00000006747,0.20279497,0.20279497,0.20279497,0.53161028,0.20279497,0.20279497,0.20279497,0.544347218,1.84511817,0.20279497
ENSG00000006756,1.4364307,1.455945291,0.20279497,3.59116619,1.040462049,0.20279497,3.254403493,2.526680341,0.20279497,0.20279497
ENSG00000006757,1.129598361,0.555240179,1.293251249,1.810588136,1.95188879,0.20279497,0.20279497,1.970056863,3.448705053,2.082144396
ENSG00000006788,0.739374661,0.20279497,0.20279497,0.20279497,1.327610628,0.20279497,0.20279497,0.544347218,0.20279497,0.942446776
ENSG00000006831,5.962017065,6.566605121,5.127120882,5.11840672,5.241928697,3.016034257,5.213963168,5.272692257,3.083489023,6.171325765
ENSG00000006837,1.4364307,1.074771133,0.20279497,0.799217965,0.20279497,0.20279497,1.232511218,0.820317646,0.20279497,1.429023308
ENSG00000007001,0.20279497,0.20279497,0.20279497,0.20279497,0.68158969,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000007038,0.739374661,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.820317646,0.20279497,0.20279497
ENSG00000007047,4.890926392,4.531478244,3.822693561,4.041851821,4.572885767,3.016034257,3.715808943,4.246569352,3.739892934,4.178700373
ENSG00000007062,0.739374661,0.838266503,0.20279497,1.024868161,0.68158969,0.20279497,0.20279497,0.20279497,0.20279497,0.942446776
ENSG00000007080,3.921353655,3.42028643,4.956427085,3.59116619,4.42861374,3.909570704,3.715808943,4.072970201,5.571281958,3.481827342
ENSG00000007129,0.20279497,1.074771133,1.293251249,1.810588136,1.327610628,0.20279497,1.232511218,2.275048431,0.20279497,0.942446776
ENSG00000007168,6.292990058,6.179751616,6.306393811,6.075521712,5.950708034,5.163633173,5.347393988,5.455633283,6.014361319,5.900533549
ENSG00000007171,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,1.232511218,0.20279497,0.20279497,0.942446776
ENSG00000007174,0.20279497,0.20279497,0.20279497,0.53161028,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000007202,4.582921815,4.664253144,3.357555747,5.790778298,4.048955655,4.457224861,4.651197315,6.017695886,3.448705053,3.668324399
ENSG00000007237,3.871114783,4.294487743,4.894725596,5.950510142,4.728890099,3.016034257,3.957626039,4.703383868,5.239527643,3.578087331
ENSG00000007255,2.405756893,1.614403545,1.293251249,2.134779552,2.815507481,0.20279497,0.20279497,1.970056863,3.448705053,0.20279497
ENSG00000007264,2.540439277,1.757167165,3.357555747,2.986791393,3.532250919,6.140282829,3.060723424,4.633627402,3.083489023,2.871409359
ENSG00000007312,1.4364307,1.614403545,1.907147936,3.277208939,3.351985821,3.016034257,2.836949859,3.991660393,0.20279497,1.429023308
ENSG00000007314,0.20279497,0.20279497,0.20279497,0.53161028,1.040462049,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000007341,6.631575301,6.757058825,5.866543872,5.628421434,6.674764419,4.457224861,5.904330455,5.140621024,4.807962904,6.959866857
ENSG00000007350,0.20279497,0.555240179,0.20279497,0.799217965,1.040462049,0.20279497,1.232511218,1.723762462,0.20279497,0.942446776
ENSG00000007376,0.20279497,1.455945291,0.20279497,1.545286854,1.566983978,3.016034257,2.836949859,2.275048431,1.84511817,2.082144396
ENSG00000007392,4.964650092,4.834955685,4.066036151,5.493413116,4.366607177,4.853240038,4.580670459,5.485639743,4.189366845,4.814088221
ENSG00000007402,0.739374661,0.20279497,0.20279497,2.986791393,1.040462049,0.20279497,1.232511218,3.84504895,1.84511817,0.20279497
ENSG00000007516,1.129598361,0.20279497,0.20279497,2.62278869,0.68158969,0.20279497,0.20279497,0.544347218,3.083489023,0.20279497
ENSG00000007520,3.3169958,3.503669341,3.52980822,3.320398182,4.366607177,6.275644734,3.060723424,3.646853774,3.739892934,3.378682554
ENSG00000007541,1.4364307,0.838266503,0.20279497,2.552076826,0.68158969,0.20279497,0.20279497,2.672948213,1.84511817,0.20279497
ENSG00000007545,2.091558607,2.714841258,2.666850197,3.090230478,2.815507481,0.20279497,3.254403493,3.715988659,0.20279497,3.015899949
ENSG00000007866,0.20279497,0.20279497,0.20279497,0.20279497,0.68158969,0.20279497,0.20279497,0.20279497,0.20279497,0.942446776
ENSG00000007908,0.20279497,0.20279497,0.20279497,0.53161028,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000007923,3.81906313,3.952599674,4.367999926,4.520579268,4.301815437,5.824227847,3.841778088,4.737036751,4.189366845,3.98160101
ENSG00000007933,0.20279497,0.20279497,1.293251249,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000007944,3.459814877,2.714841258,1.293251249,3.362331982,3.692473059,3.909570704,3.254403493,4.199063959,3.982063839,1.792231716
ENSG00000007968,3.969901774,1.455945291,4.894725596,2.932150838,2.990161401,0.20279497,4.345695426,3.143521774,3.739892934,0.942446776
ENSG00000008018,5.360274325,5.189943885,5.583347607,5.201612,5.40504353,3.909570704,4.651197315,4.83352711,5.239527643,5.392538813
ENSG00000008056,0.739374661,0.20279497,0.20279497,0.20279497,0.68158969,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000008083,8.086516141,8.517495737,7.388314244,7.540474263,7.763029594,5.418926047,7.451057358,7.467633332,7.157660214,8.35753038
ENSG00000008086,3.072155871,3.657236365,2.336437788,2.316415662,3.286518892,0.20279497,2.571979629,2.740872592,3.448705053,3.378682554
ENSG00000008128,2.091558607,3.083406465,1.907147936,3.139295568,2.815507481,0.20279497,3.577779328,2.672948213,1.84511817,2.530090497
ENSG00000008130,4.940491717,4.570677015,5.179807882,5.53066849,5.389537331,4.457224861,5.06692226,5.009069488,6.169242838,4.554946899
ENSG00000008226,0.20279497,0.838266503,1.293251249,1.024868161,1.040462049,0.20279497,1.232511218,1.852159161,0.20279497,0.20279497
ENSG00000008256,2.88229864,2.116297935,1.907147936,2.875359089,3.070150409,0.20279497,3.425132974,2.275048431,2.59328722,1.429023308
ENSG00000008277,3.459814877,4.363076632,3.683670591,3.362331982,3.217939388,0.20279497,3.254403493,3.192860205,1.84511817,3.90942611
ENSG00000008282,3.239908817,3.462580208,3.822693561,3.989295064,3.414610488,4.457224861,1.232511218,3.092436099,3.739892934,2.082144396
ENSG00000008283,1.129598361,1.074771133,0.20279497,2.477719673,0.20279497,3.909570704,2.571979629,1.970056863,0.20279497,0.20279497
ENSG00000008294,6.184032947,6.312861325,5.327222856,5.813629546,5.885876703,0.20279497,5.429950454,5.873841752,5.239527643,5.900533549
ENSG00000008300,0.20279497,0.555240179,0.20279497,1.219951751,0.68158969,0.20279497,0.20279497,1.723762462,1.84511817,0.942446776
ENSG00000008311,1.129598361,1.277910509,1.293251249,1.219951751,0.68158969,0.20279497,2.247142917,1.723762462,0.20279497,2.082144396
ENSG00000008323,0.20279497,0.20279497,0.20279497,0.799217965,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000008324,2.405756893,2.218560019,3.52980822,2.62278869,2.815507481,4.457224861,2.571979629,2.363892454,3.083489023,1.429023308
ENSG00000008382,3.526250231,3.285414605,3.357555747,4.257198644,4.048955655,0.20279497,3.425132974,3.536512482,4.531569018,3.578087331
ENSG00000008394,1.904409574,2.218560019,1.293251249,2.316415662,2.506075791,3.016034257,0.20279497,2.601667158,0.20279497,2.323433549
ENSG00000008405,2.663614988,3.028153094,3.161912678,2.316415662,2.815507481,0.20279497,3.060723424,2.805742264,0.20279497,2.530090497
ENSG00000008438,1.129598361,1.074771133,1.293251249,0.53161028,2.255430476,3.016034257,3.060723424,0.544347218,2.59328722,1.429023308
ENSG00000008441,4.308729787,3.028153094,5.62193969,3.660032256,3.742156205,3.909570704,4.718436525,2.8678202,5.958804918,3.578087331
ENSG00000008513,4.644036711,5.03038778,4.27419659,5.55799195,4.600086302,3.016034257,4.782680997,5.812027998,4.807962904,5.100046532
ENSG00000008516,4.231187743,3.028153094,3.357555747,2.816239794,2.905475798,0.20279497,2.247142917,2.8678202,5.840830192,2.082144396
ENSG00000008517,4.382315822,2.006230456,5.279738717,4.092561064,4.678739922,0.20279497,4.959848444,5.747446751,4.370590379,4.050336537
ENSG00000008710,2.091558607,2.403611623,1.907147936,3.660032256,1.566983978,0.20279497,3.425132974,4.22301218,1.84511817,2.082144396
ENSG00000008735,0.20279497,0.20279497,0.20279497,0.53161028,0.68158969,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000008838,3.871114783,3.237501981,3.52980822,3.90668575,3.641017727,5.824227847,3.425132974,4.246569352,3.083489023,4.352080336
ENSG00000008853,3.390171908,2.487936086,3.357555747,2.986791393,4.008923576,3.016034257,3.060723424,3.905492849,3.982063839,3.833449427
ENSG00000008869,5.482432763,5.227220494,4.617569631,4.661602808,5.134403339,4.457224861,5.50803734,5.383091425,4.531569018,4.928065297
ENSG00000008952,8.691322016,7.893526088,8.765892774,7.489351251,8.164813568,8.384559725,8.400974619,7.50961504,9.085478431,8.165608318
ENSG00000008988,8.926270473,8.261619,9.188572451,8.024656906,9.152761663,9.083087247,8.565226014,7.540914114,9.673741568,8.394353497
ENSG00000009307,9.851948033,9.863338242,9.462872954,8.691110074,9.182308868,8.906608762,9.377867797,8.567177496,9.142692518,9.814972075
ENSG00000009335,5.742061905,5.085557246,4.617569631,5.130591045,4.753326249,4.457224861,4.580670459,5.455633283,4.531569018,5.033693423
ENSG00000009413,5.323383994,5.05823621,4.367999926,4.908009601,5.134403339,4.853240038,4.718436525,5.272692257,3.448705053,4.964140826
ENSG00000009694,1.129598361,0.20279497,0.20279497,1.219951751,1.327610628,0.20279497,1.827244654,2.363892454,2.59328722,0.20279497
ENSG00000009765,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000009780,2.980348133,3.028153094,3.52980822,3.362331982,3.414610488,0.20279497,3.060723424,3.374894559,2.59328722,1.792231716
ENSG00000009790,5.783394958,5.545184231,6.375783739,6.521876848,6.237251609,6.717377135,6.369316429,7.548041556,6.696420041,5.392538813
ENSG00000009830,0.20279497,0.555240179,1.293251249,0.799217965,0.20279497,0.20279497,0.20279497,1.426585717,0.20279497,0.20279497
ENSG00000009844,5.755971581,5.356208675,5.766745106,5.017040205,5.435564724,4.853240038,5.166595383,3.934790935,4.676374862,5.253692505
ENSG00000009950,0.20279497,0.555240179,0.20279497,0.53161028,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000009954,6.661442799,6.632922839,5.866543872,6.355362826,6.512447898,5.99089296,6.34824252,6.937668278,6.217383149,6.858091636
ENSG00000010017,8.524610013,8.71520784,8.057042518,7.708392173,8.222837947,6.399388502,7.800476547,6.693857473,6.916523466,8.847316751
ENSG00000010030,0.739374661,0.838266503,0.20279497,2.034597577,0.68158969,0.20279497,0.20279497,0.544347218,0.20279497,0.20279497
ENSG00000010072,2.257194384,2.218560019,2.666850197,2.477719673,3.070150409,0.20279497,2.571979629,2.672948213,3.448705053,1.792231716
ENSG00000010165,1.129598361,2.006230456,4.066036151,2.477719673,1.95188879,0.20279497,1.827244654,2.927336808,3.083489023,2.323433549
ENSG00000010219,2.88229864,2.567602833,2.935513219,2.754593985,2.506075791,0.20279497,2.571979629,2.526680341,0.20279497,3.147227648
ENSG00000010244,6.639100344,6.765529999,6.58558674,6.704131472,6.022836797,5.99089296,6.768788704,7.09193321,5.643535383,6.572824612
ENSG00000010256,3.459814877,3.952599674,4.066036151,4.79006049,4.366607177,6.140282829,4.064858939,4.442879246,5.239527643,3.668324399
ENSG00000010270,4.190795665,5.085557246,4.173867444,3.989295064,2.815507481,0.20279497,3.715808943,4.463129736,1.84511817,4.178700373
ENSG00000010278,8.479213818,9.283451119,8.893617137,7.467903689,8.320105553,7.971177415,7.737037234,7.455049641,6.626831005,8.02752102
ENSG00000010292,4.382315822,3.981975268,3.161912678,4.300982037,4.847130918,3.909570704,4.651197315,5.076344171,4.807962904,3.98160101
ENSG00000010295,2.405756893,3.285414605,2.666850197,3.90668575,2.111628062,0.20279497,1.827244654,4.33713014,4.807962904,2.082144396
ENSG00000010310,0.20279497,0.20279497,0.20279497,1.024868161,0.68158969,0.20279497,0.20279497,2.07904354,0.20279497,0.20279497
ENSG00000010318,6.472192764,6.295417155,6.018915214,5.280279084,6.175301362,4.457224861,5.50803734,4.597442183,4.807962904,6.412350379
ENSG00000010319,0.739374661,0.555240179,2.336437788,0.20279497,1.566983978,0.20279497,0.20279497,0.820317646,0.20279497,1.792231716
ENSG00000010322,3.239908817,3.762554161,3.161912678,4.963554647,3.641017727,0.20279497,3.957626039,5.383091425,3.083489023,3.015899949
ENSG00000010327,0.20279497,4.834955685,2.935513219,5.00385356,1.566983978,3.016034257,2.571979629,4.848999573,0.20279497,2.323433549
ENSG00000010361,1.129598361,0.838266503,0.20279497,1.219951751,1.327610628,0.20279497,1.232511218,1.582812426,0.20279497,0.20279497
ENSG00000010379,0.739374661,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
ENSG00000010404,6.569918742,6.718310678,5.92943634,5.662387443,6.101082207,5.824227847,5.932922232,6.582566905,5.958804918,6.932814356
ENSG00000010438,0.20279497,0.20279497,2.336437788,0.53161028,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497,0.20279497
